image,caption
./images/train/548.jpg,The fountain show at night
./images/train/549.jpg,The photo shows a street scene in an Asian city.
./images/train/55.jpg,A family of three is crossing the road at the crosswalk.
./images/train/550.jpg,The photo shows a street scene in a residential area in China.
./images/train/551.jpg,"A photo of a underground parking exit sign in Shanghai, China."
./images/train/552.jpg,"A stone statue of a man's head and shoulders, with a plaque in front of it."
./images/train/553.jpg,"A night view of a residential area, with a tall building in the middle of the scene and a road stretching out in front of it."
./images/train/554.jpg,"The picture shows a snow-covered square at night. In the center of the square, there is a lighted statue of a man holding a book."
./images/train/555.jpg,"The sun shines on the city, a long bridge跨过江面, and boats float on the river."
./images/train/556.jpg,"Dr. Xiuli An, a postdoctoral fellow in the School of World Languages, delivered a talk on the spirit of the 19th National Congress of the Communist Party of China at the Confucius Institute for Teaching Chinese at the University of California, San Diego. She emphasized the importance of learning Chinese and the opportunities it brings."
./images/train/557.jpg,A class in session at the University of Science and Technology of China
./images/train/558.jpg,A field of green grass with some red and white flowers in the middle of a city.
./images/train/559.jpg,"The picture shows a vast field of purple flowers, with some mountains in the background and a blue sky with clouds above."
./images/train/56.jpg,An elderly woman sitting on a planter next to a beach.
./images/train/560.jpg,A field of purple flowers with a sky background
./images/train/561.jpg,A field of purple flowers with a mountain in the background.
./images/train/562.jpg,"Tourists take photos in a field of verbena flowers at the NongNoch Tropical Botanical Garden in Chiang Mai, northern Thailand, Oct. 14, 2020. The garden, covering an area of 100-rai (1.6 ha), is now in full bloom with over 1 million verbena flowers in various colors."
./images/train/563.jpg,A serene pond with a small island in the middle.
./images/train/564.jpg,Night view of a path lit by small lamps surrounded by green plants
./images/train/565.jpg,The statue of the man is standing in the middle of the light circle.
./images/train/566.jpg,A person sitting at a table with a cup of food
./images/train/567.jpg,The photo shows that the road is empty and there are many cars parked on the side of the road.
./images/train/568.jpg,A firework on the ground
./images/train/569.jpg,A large firework on the ground
./images/train/57.jpg,"A sunset view from the airport window, with two airplanes on the tarmac below."
./images/train/570.jpg,A snowy street in a residential area
./images/train/571.jpg,"A snowy street in Hangzhou, China"
./images/train/572.jpg,A bicycle parked next to a fence covered in snow.
./images/train/573.jpg,"A box for collecting used needles is seen outside a COVID-19 testing site in Shanghai, China, on October 14."
./images/train/574.jpg,The photo shows a scene of a large parking lot near the downtown area of a city.
./images/train/575.jpg,A poster on expediting large-scale vision transformer for dense prediction without fine-tuning
./images/train/576.jpg,"A blue road sign pointing to the left, next to a road."
./images/train/577.jpg,A purple flower
./images/train/578.jpg,Sunflowers with a sky background
./images/train/579.jpg,"The stone path is illuminated by small lamps at night, creating a warm and cozy atmosphere."
./images/train/58.jpg,A pencil sketch of a girl with a hat
./images/train/580.jpg,People are walking on the street at night.
./images/train/581.jpg,"The photo shows the city skyline at dusk. In the foreground, there is a bridge connecting to a building that says ""福软中心"" on it. On the left side of the building, there is a taller building. The sky is orange and blue, with some clouds."
./images/train/582.jpg,A large boat-shaped bowl filled with ice and various kinds of sashimi.
./images/train/583.jpg,A pathway in the snow leads to a row of tall buildings.
./images/train/584.jpg,A snow-covered road at night.
./images/train/585.jpg,Classroom with students sitting at desks and a teacher at the front.
./images/train/586.jpg,A pair of legs wearing black shoes standing in front of a flower plant
./images/train/587.jpg,The picture shows a beautiful scene of a flower field at dusk.
./images/train/588.jpg,"The stone path is illuminated by small lamps at night, creating a warm and romantic atmosphere."
./images/train/589.jpg,"The lotus pond at night, with purple and blue lights illuminating the water and surrounding area."
./images/train/59.jpg,three children sitting at a table doing a worksheet
./images/train/590.jpg,A traditional Chinese style building with Chinese lanterns hanging above.
./images/train/591.jpg,The photo shows that it is night time
./images/train/592.jpg,A Japanese-themed shopping center with a giant fortune cat statue in the middle of the atrium.
./images/train/593.jpg,A can of orange drink held in someone's hand.
./images/train/594.jpg,"The East China Sea Temple is located in the eastern part of the city of Nanjing, Jiangsu Province, China. It is a famous Buddhist temple and a popular tourist destination."
./images/train/595.jpg,"The photo shows that the visibility is very low due to the fog, and the high-rise buildings and cars in the vicinity of the road are almost invisible."
./images/train/596.jpg,The main gate of the temple.
./images/train/597.jpg,A field of purple flowers with a single tree in the background.
./images/train/598.jpg,"The picture shows the night view of the water show on the lake. The lake is very large, and the water is very calm. Two boats are floating in the middle of the lake. The sky is very dark, and there are many stars. On the right side of the picture, a person is recording the show with a smartphone."
./images/train/599.jpg,A poster presentation about a new algorithm for image segmentation
./images/train/6.jpg,A shadow of a group of people on a wall.
./images/train/60.jpg,A man is taking a photo of the cars parked along the street.
./images/train/600.jpg,"A glass of water with a piece of lemon in it, sitting on a table surrounded by small dishes of food."
./images/train/601.jpg,"The photo shows a city street in China, with a large pile of rubble from a building in the background."
./images/train/602.jpg,A pH test showing a result of 6.8.
./images/train/603.jpg,A snow day at Meisei University.
./images/train/604.jpg,A snow-covered playground in front of a tall building.
./images/train/605.jpg,"A table full of food, including sushi and crab legs, sits on a white table."
./images/train/606.jpg,"The main entrance of華中科技大学, with the school logo and the flag of the Communist Party of China and the People's Republic of China flying high."
./images/train/607.jpg,A close-up of a drink on a table
./images/train/608.jpg,The image shows a city bridge stretching across a river.
./images/train/609.jpg,A Japanese garden with a large rock in the middle of a pond
./images/train/61.jpg,A woman with a light green dress and a white hair tie is on the left side of the picture. She is feeding a green fruit to a little boy who is sitting on the right side of the picture. The woman has long dark hair that is tied in a low ponytail. She is wearing a white hair tie on her right ear. She is wearing a light green dress with fine yellow stripes. The little boy is wearing a light blue shirt with grey shorts. He has black curly hair and two moles on his right cheek. He is not wearing any shoes. They are sitting on a brown wooden bench. The woman's left hand is feeding the boy a green fruit. The bench is located in front of a grey wall with a wooden frame. There are two windows behind the bench. The one on the left has a dark brown frame with six panes of glass while the one on the right has a grey frame with three panes of glass.
./images/train/610.jpg,The man is taking a photo of the flower field with his phone.
./images/train/611.jpg,A scenic view of a field of purple flowers.
./images/train/612.jpg,"The photo shows a scene of two men and a woman standing on a boardwalk in a field of lavender. The sky is filled with clouds, and the sun is setting in the background."
./images/train/613.jpg,A field of red and pink flowers with a mountain in the background.
./images/train/614.jpg,The photo shows a wide shot of a park with a large lawn in the foreground and a mountain in the background.
./images/train/615.jpg,"A poster with the title ""Single Value Fine-tuning Free-sho Segmentation"" and an introduction, experimental results, analysis, and conclusion sections."
./images/train/616.jpg,A poster on a board titled Learning from Future: A Novel Self-Training Framework for Semantic Segmentation.
./images/train/617.jpg,"Night view of the canal in Zhouzhuang, China."
./images/train/618.jpg,A large white cat statue in front of a building
./images/train/619.jpg,A plate of food with a fork and knife.
./images/train/62.jpg,A beach scene with a group of people in the distance standing in the sand and the ocean.
./images/train/620.jpg,A bottle of beer on the table
./images/train/621.jpg,A small orange kitten sitting on a tile floor looking up at someone.
./images/train/622.jpg,The picture shows a university campus in China.
./images/train/623.jpg,The image shows the view of a city's bridge and river from the river bank on a sunny day.
./images/train/624.jpg,The yellow boat is sailing on the river near the bridge.
./images/train/625.jpg,A field of purple flowers with a mountain in the background.
./images/train/626.jpg,A walkway surrounded by hydrangea flowers.
./images/train/627.jpg,A Japanese style building with lanterns and lights on at night.
./images/train/628.jpg,"A sunset over a canal in Shanghai, with boats and houses on either side and the city skyline in the background."
./images/train/629.jpg,A orange and blue sunset behind a bridge and tall buildings.
./images/train/63.jpg,"A street in Yuzhong District of Chongqing, where the temperature is around 30 degrees Celsius, is seen on May 29, 2021."
./images/train/630.jpg,"A street view with a tree, cars, and people walking on the sidewalk."
./images/train/631.jpg,"The photo shows a riverside park in Chongqing. On the left is a wide river and on the right are several tall buildings. In the middle of the picture, there is a square with several pavilions."
./images/train/632.jpg,"The picture shows that it is night and there is snow on the ground. Two people are walking away in the distance, and there are two red lanterns on the right side of the picture."
./images/train/633.jpg,A glass of black soda with ice on a wooden table.
./images/train/634.jpg,A black computer tower sitting on the ground.
./images/train/635.jpg,A scooter parked next to a car
./images/train/636.jpg,A park in Tung Chung with a large blue fish as its theme.
./images/train/637.jpg,A火锅 with not much food left in it.
./images/train/638.jpg,The restaurant has a lot of green plants
./images/train/639.jpg,Picture shows meat on a restaurant plate.
./images/train/64.jpg,Traffic police are directing vehicles at an intersection in Seoul.
./images/train/640.jpg,A row of electric scooters and motorcycles are parked under a series of green canopies.
./images/train/641.jpg,"A black screen with white writing on it, which says ""GNU GRUB version 2.16"" at the top, and ""Ubuntu, with Linux 5.4.0-45-generic"" and ""Ubuntu, with Linux 5.4.0-45-mipic"" and ""Ubuntu, with Linux 5.4.0-45-recovery-mode"" and ""Ubuntu, with Linux 5.4.0-45-generic (Recovery mode)"" in white. Below that, it says ""Use the 'h' and 'l' keys to select which entry you wish to highlight. Press 'e' to edit the selected OS, 'e' to edit before booting or 'c' to cancel. Hit return to proceed to next menu."""
./images/train/642.jpg,A monitor with Supermicro logo on it
./images/train/643.jpg,"Lavande Hotels, a three-star hotel chain, uses the English name Lavande Hotel. The hotel is located in the city of Nanjing, in the Chinese province of Jiangsu. The picture shows the entrance to the hotel."
./images/train/644.jpg,A cooler with hanging raw meat in a restaurant in China.
./images/train/645.jpg,A black computer tower sitting on the floor.
./images/train/646.jpg,A bowl of noodles with a pair of chopsticks on top.
./images/train/647.jpg,The image shows some code written in Python. The parts that are highlighted in red are the parts that contain the file names of the PDF and the XML file.
./images/train/648.jpg,"The character ""Liu Xiu"" says ""I have a deep understanding of the great Zhou"" in the TV series ""Zhou Yu is handsome"", but the character ""Liu Xiu"" in the TV series ""Zhang Fei is handsome"" says ""I have a deep understanding of the great Zhou"" with a clear mouth."
./images/train/649.jpg,"Screenshot of a mobile phone screen showing a game match between ""2024年光纤传送王者"" and ""对抗拳王"""
./images/train/65.jpg,"A man walking by, a couple sitting on a bench, and the sun setting in the background."
./images/train/650.jpg,A row of blue and white electric bikes parked under a blue awning.
./images/train/651.jpg,A navy blue bag with white handles.
./images/train/652.jpg,"The kitchen is fully equipped with a dishwasher, oven, microwave, and a full size refrigerator."
./images/train/653.jpg,"Team Liquid win the championship with a 3-0 sweep over FunPlus Phoenix, the perfect end to an incredible tournament."
./images/train/654.jpg,A cat sitting on a table next to a jar of jam
./images/train/655.jpg,Two cats cuddling together on a bed.
./images/train/656.jpg,A person standing on a bridge at night.
./images/train/657.jpg,A brown teddy bear wearing a graduation cap and gown.
./images/train/658.jpg,A bouquet of roses in a restroom
./images/train/659.jpg,"A plate of fried bee larvae, a delicacy in some parts of China."
./images/train/66.jpg,A display of various chips in a supermarket.
./images/train/660.jpg,A group of motorcycles parked in a lot
./images/train/661.jpg,Fishes in a market
./images/train/662.jpg,A menu for food in China
./images/train/663.jpg,"A bag with the words ""Wuhan University"" on it."
./images/train/664.jpg,"There are many kinds of fruit in the picture, such as watermelon, cantaloupe, dragon fruit, and葡萄."
./images/train/665.jpg,Three plates of sliced beef sit on a counter at a restaurant.
./images/train/666.jpg,A night view of the yellow bridge and the city skyline.
./images/train/667.jpg,"A paper with red characters on it, likely a application form for a position."
./images/train/668.jpg,A close up of a tiled floor with a white wall and black trim.
./images/train/669.jpg,"Two cute pig plushies, one pink and one white, standing on a tile floor."
./images/train/67.jpg,A senior couple walks hand in hand down a tree-lined path.
./images/train/670.jpg,An old black computer case
./images/train/671.jpg,a plate of fried bugs
./images/train/672.jpg,"The inside of the Hall of Supreme Harmony, a must-see attraction in Taipei."
./images/train/673.jpg,A single room in Tampines
./images/train/674.jpg,A man wearing a yellow helmet is riding a motorcycle and talking on his cell phone.
./images/train/675.jpg,A city skyline at night with a dark sky and buildings lit up in the foreground
./images/train/676.jpg,A photo of a smart board in a classroom.
./images/train/677.jpg,"This picture shows two Indian politicians, Modi and Stalin, with the words on the bottom saying ""this picture is DMK做的"" (DMK is a political party in India)."
./images/train/678.jpg,"A picture of a building with a sign that says ""枫丽公寓"""
./images/train/679.jpg,A snow scene on the campus of Wenzhou College.
./images/train/68.jpg,A street view of a city in China.
./images/train/680.jpg,"The yellow bridge is illuminated by many lamps, and the cityscape on the other side of the river is also very beautiful."
./images/train/681.jpg,An electric scooter parked on a sidewalk
./images/train/682.jpg,The interior of a restaurant in Taiwan with customers eating at tables and a menu on the wall.
./images/train/683.jpg,A blurry picture of a street at night with cars and motorcycles passing by.
./images/train/684.jpg,Fried grasshoppers and peppers on sticks.
./images/train/685.jpg,A photo of a table with a bunch of gold colored metal bowls on it
./images/train/686.jpg,"A close up of a buffet with two large metal trays of food, including meat and potatoes."
./images/train/687.jpg,"The restaurant is located in the heart of the city, with a large space and beautiful environment."
./images/train/688.jpg,Screenshot of a mobile app showing a restaurant page
./images/train/689.jpg,An entrance to a market with a sign that says 'Maidi'
./images/train/69.jpg,"An elderly man with a walking stick, sitting on a bus and pointing at something outside the window."
./images/train/690.jpg,A black scooter parked on the sidewalk.
./images/train/691.jpg,"A banner in front of the entrance to a residential compound in Shijiazhuang, Hebei, Feb. 20, 2020. From China Daily"
./images/train/692.jpg,"A tray of food from Amoy Street Food Centre, including a bowl of rice, a bowl of meat, and a soup."
./images/train/693.jpg,A plate of roasted meat with rice and soup on the side.
./images/train/694.jpg,A bouquet of flowers on the floor
./images/train/695.jpg,A kitten standing on a tile floor under a table.
./images/train/696.jpg,A row of electric scooters and mopeds parked on a sidewalk
./images/train/697.jpg,a bowl filled with different types of food on a table
./images/train/698.jpg,A hotpot with chicken and noodles in broth.
./images/train/699.jpg,Photo shows several bowls of different sauces and seasonings on a white table.
./images/train/7.jpg,A classroom with a window view of trees.
./images/train/70.jpg,People are celebrating the new year in a city square.
./images/train/700.jpg,A container filled with lots of food Description automatically generated
./images/train/701.jpg,A hotpot with a spoon in it.
./images/train/702.jpg,Screenshot of the app showing a map with a blue line indicating a route and a box in the bottom right hand corner saying '开始步行导航'
./images/train/703.jpg,a room with a window and a curtain
./images/train/704.jpg,Two bowls of half eaten food with a spoon in one of them.
./images/train/705.jpg,How to open a coconut
./images/train/706.jpg,A room with suitcases and crutches
./images/train/707.jpg,A pile of packed bags
./images/train/708.jpg,A tall building with many windows lit up at night.
./images/train/709.jpg,Some containers of food on display in a store
./images/train/71.jpg,Cityscape at dusk with a long-exposure shot of the busy street and dramatic clouds in the sky.
./images/train/710.jpg,"""This is the biggest beef hotpot I have ever seen"""
./images/train/711.jpg,A photo of two large smart boards on a wall.
./images/train/712.jpg,"A computer monitor, keyboard, and mouse sit on a desk."
./images/train/713.jpg,A large smart board is mounted on the wall in a classroom.
./images/train/714.jpg,"A man walks out of a building with a sign that reads ""Bank of Hangzhou"" on it."
./images/train/715.jpg,"A half cleaned table with an empty plate, knife and fork, and a glass of water."
./images/train/716.jpg,"A night view of the Wuhan Greenland Center, with the words ""Wuhan is under attack"" projected on the side of the building."
./images/train/717.jpg,A room with a table and two benches.
./images/train/718.jpg,an electronic display inside a Shanghai metro train
./images/train/719.jpg,A Supermicro logo on a computer monitor
./images/train/72.jpg,A car window with a black cover on the front seat.
./images/train/720.jpg,A broken refrigerator in a room
./images/train/721.jpg,A close up of a white and black sign.
./images/train/722.jpg,Flyboard performance in the bay
./images/train/723.jpg,A man looking at his phone while standing in a subway car.
./images/train/724.jpg,"A photo of the interior of a restaurant in a shopping mall, with a staff member in a orange vest and others in masks."
./images/train/725.jpg,A tall building with many windows is shown at night.
./images/train/726.jpg,A messy room with a dirty air compressor
./images/train/727.jpg,A motorbike parked in a garage
./images/train/728.jpg,A hand holding a yellow stuffed carrot toy.
./images/train/729.jpg,Four bowls of ice cream in a row
./images/train/73.jpg,A couple of people are waiting to cross the street
./images/train/730.jpg,A plate of shrimp and corn on a dining table.
./images/train/731.jpg,"This is a frame from the video, with Chinese characters superimposed over it. The frame shows a scene from the movie ""The Battle at Lake Changba"" with character Xiguan saying, ""Here's where the plot goes off the rails,"" and character Lu Bu saying, ""The king of Han is not clear, the prince is not clear, even I, who is in the middle, am confused. We need to stop and figure this out."""
./images/train/732.jpg,A tall building with many windows.
./images/train/733.jpg,A stuffed toy duck wearing a pair of brown pants.
./images/train/734.jpg,"The Jianshui Confucius Temple is located in Jianshui County, Yunnan Province, China. It is one of the largest and best-preserved Confucius Temples in China. The temple was originally built in the Song Dynasty (960-1279), and the present buildings were重建的 in the early 1980s."
./images/train/735.jpg,"The water sprays up from two outlets on both sides of the column, forming a misty environment around the column."
./images/train/736.jpg,"A photo of two bottles of Uti water, a brand of functional beverage from Japan"
./images/train/737.jpg,Sony's PlayStation booth at the ChinaJoy 2018 gaming conference in Shanghai.
./images/train/738.jpg,"A dish of what appears to be jellied pig's intestines and organs, served in a brown broth in a large bowl."
./images/train/739.jpg,A small vinyl toy of a character dressed in a yellow chicken suit.
./images/train/74.jpg,Classroom with students sitting in desks and a teacher at the front
./images/train/740.jpg,A single cloud in a bright blue sky.
./images/train/741.jpg,A bicycle parked on the sidewalk
./images/train/742.jpg,A cute figurine of sakura haruno from the anime series Naruto.
./images/train/743.jpg,A woman wearing a white hat and long white coat stands on a stage in front of a microphone. She is surrounded by a dark room lit by blue lights.
./images/train/744.jpg,"A stack of books on a table, with sunlight shining on them."
./images/train/745.jpg,A close up of a bowl of okra with a slice of radish on top.
./images/train/746.jpg,"A pair of white headphones next to their charging case, all of which are on a desk in front of a laptop."
./images/train/747.jpg,"The photo shows the night view of the city skyline, with a high-rise building in the foreground and a purple sky as the background."
./images/train/748.jpg,A white dog with tongue out and looking up.
./images/train/749.jpg,A brown and white dog stuffed animal in front of a claw machine with multiple other stuffed animals.
./images/train/75.jpg,A teddy bear with a bow tie sitting in the sun.
./images/train/750.jpg,"Picture shows a poster on the wall. The title of the poster is ""Don't be afraid to speak"", and there are pink and blue words on it."
./images/train/751.jpg,A lunch box with 6 different dishes and a side of rice.
./images/train/752.jpg,A burger and salad on a tray at a restaurant.
./images/train/753.jpg,Neon lights and signs in a shopping mall in China.
./images/train/754.jpg,A blue bicycle parked on the side of a road.
./images/train/755.jpg,a cockroach on a white surface
./images/train/756.jpg,A small figurine of a girl with blue hair holding a book.
./images/train/757.jpg,The Scenery of the theme park
./images/train/758.jpg,A large plane statue in the middle of a fountain at a theme park
./images/train/759.jpg,A line of cable cars over a forest.
./images/train/76.jpg,A view of the ocean from a window in a lighthouse
./images/train/760.jpg,A corgi laying on a sidewalk with a red leash attached to its collar.
./images/train/761.jpg,A park with a walking path surrounded by grass and trees.
./images/train/762.jpg,Skewered raw meat on a grill.
./images/train/763.jpg,"A man wearing a black shirt and black pants, with a green book in his hand, is standing on the riverside."
./images/train/764.jpg,"A dish with fried chicken, french fries, coleslaw, and corn."
./images/train/765.jpg,The photo shows a scene inside a restaurant in a shopping mall.
./images/train/766.jpg,A clock tower is attached to a brick building.
./images/train/767.jpg,A sine wave generated by a function generator
./images/train/768.jpg,A cup of coffee with a leaf design in the foam on a wooden table.
./images/train/769.jpg,A cute action figure of a girl with blonde hair and a white military hat.
./images/train/77.jpg,A cat sitting on the ground next to a bush with pink flowers.
./images/train/770.jpg,"A plate of spicy crayfish, a popular Chinese delicacy."
./images/train/771.jpg,"Thanos and Star Lord action figures from the Marvel Cinematic Universe. Thanos is on the left, Star Lord on the right."
./images/train/772.jpg,A group of purple flowers
./images/train/773.jpg,A row of brown leather cinema chairs with the number 12 on the back
./images/train/774.jpg,A red spider lily flower with a red Chinese pavilion in the background.
./images/train/775.jpg,A sign advertising a new blackberry milkshake.
./images/train/776.jpg,A large sign with a picture of Hatsune Miku on it
./images/train/777.jpg,A close-up of a breadboard with a lot of wires and chips on it
./images/train/778.jpg,A cat walking on the road
./images/train/779.jpg,A display of shelves filled with stuffed Pikachu toys
./images/train/78.jpg,A woman riding a bicycle on a street while holding an umbrella.
./images/train/780.jpg,"Row of red and white coffee cups with one saying ""请加奶，请加糖"" and the other saying ""欧颐咖啡，是存在咖啡里的快乐！'"
./images/train/781.jpg,Two tall palm trees in front of a building.
./images/train/782.jpg,"A close up of a figurine of a girl with blonde hair in pigtails, dressed in a blue jacket and white shirt, sitting on a pile of papers."
./images/train/783.jpg,"The gate of Wuhan University, with Chinese characters reading 'Wuhan University', lit up at night."
./images/train/784.jpg,A box of Member's Mark freeze-dried instant coffee powder with eight cups.
./images/train/785.jpg,A close-up of a sunflower with a bee on it.
./images/train/786.jpg,A car on a tow truck after a car accident.
./images/train/787.jpg,"A restaurant in the city of Chongqing, China, is called ""Old Comrade BBQ."""
./images/train/788.jpg,A tree that has fallen over onto a road
./images/train/789.jpg,There are many books about GPT on the shelf
./images/train/79.jpg,A sanitation worker takes a break under a tree to check his phone.
./images/train/790.jpg,A collection of Chinese books on various topics such as AI and midjourneyPhotoshop
./images/train/791.jpg,"This is an image of a large art installation hanging above a city street. The installation is made up of white wire and yellow lampshades in various shapes and sizes. Some of the lampshades are suspended in a spiral shape, while others are hung horizontally or suspended above a row of buildings. The art installation is located in a city square that is surrounded by high-rise buildings. The sky above the installation is a deep blue, and the street is empty."
./images/train/792.jpg,A carving of a vase filled with grapes
./images/train/793.jpg,A set of blue books with the title '我的青春恋爱物语果然有有问题' are arranged in 9 volumes.
./images/train/794.jpg,The night sky is filled with orange lanterns.
./images/train/795.jpg,A rock with a laughing emoji on it.
./images/train/796.jpg,Several blue and white books are stacked together
./images/train/797.jpg,A blue book cover with a drawing of a man in armor riding a motorcycle.
./images/train/798.jpg,"The picture shows the night view of the West Gate of Shenzhen North Station. The building on the left is a large shopping mall, and the one on the right is an overpass."
./images/train/799.jpg,"A keychain of Bulbasaur, a blue sprout with red eyes and a red mouth."
./images/train/8.jpg,Two cats on the stairs
./images/train/80.jpg,A couple walks their bikes along a path near the ocean.
./images/train/800.jpg,A kitten in a cage at the animal shelter.
./images/train/801.jpg,A person holding a sheet of Paris themed magnets.
./images/train/802.jpg,The box for the 2TB TIP5000
./images/train/803.jpg,"A couple walks under snow-covered trees in a park in Ankara, Turkey, on Jan. 8, 2021. (Photo by IHA via Getty Images)"
./images/train/804.jpg,"The main entrance of Zhejiang University, with the flag of the Communist Party of China flying high."
./images/train/805.jpg,"The photo shows a beautiful scene of a lake in a park. In the foreground, there are several fountains shooting water into the air, creating a beautiful contrast with the lake's still surface. In the background, a tall pagoda stands near the edge of the lake, adding an oriental touch to the scene. The sky is a beautiful blue with some white clouds scattered across it, creating a serene and peaceful atmosphere."
./images/train/806.jpg,"A giant pig statue is displayed on a street in Shenyang, Liaoning province, Jan. 21, 2019. Photo by VCG"
./images/train/807.jpg,"A Nendoroid Tanya figure in her military uniform, packaged in a box with the number 784 on it."
./images/train/808.jpg,"The sky is full of clouds, and the high-rise buildings below are illuminated."
./images/train/809.jpg,A red ferry boat and two red towers on the lake side.
./images/train/81.jpg,People are sitting on the grass by the water.
./images/train/810.jpg,Maurice Lacroix watch on a person's wrist
./images/train/811.jpg,An abandoned car rusting away in a forest.
./images/train/812.jpg,A door with a red banner above it saying '家和万事兴' and '福田祥虎贺家喜满殿' on the right side of the door.
./images/train/813.jpg,A street view with people walking on the right side of the road.
./images/train/814.jpg,A bowl full of ice with slices of salmon on top.
./images/train/815.jpg,"A close-up photo of a plate of food, with six square yellow-brown meat on square white bread, topped with brown sauce and black seeds."
./images/train/816.jpg,A bottle of white wine with two filled wine glasses sitting to the side.
./images/train/817.jpg,A piece of meat cooking on a grill with smoke rising.
./images/train/818.jpg,A carton of milk falls out of a vending machine at a train station in Tokyo.
./images/train/819.jpg,Construction cranes and buildings under construction against a backdrop of a beautiful orange and blue sky.
./images/train/82.jpg,A table with hot pots and various sauces and dips.
./images/train/820.jpg,"A box of Lego set 76210, Infinity War Hulkbuster, on a yellow display."
./images/train/821.jpg,"A crowd of people are gathered around a bonfire on the beach, with a bridge in the background."
./images/train/822.jpg,"The photo shows the exterior of a building in the city at night. The building is colorful and brightly lit, with a large advertising screen on the side."
./images/train/823.jpg,A church tower lit up by the evening sun.
./images/train/824.jpg,A black shirt with a picture of Pikachu holding a pokeball on it
./images/train/825.jpg,A display of AirPods in an Apple store.
./images/train/826.jpg,An abandoned car covered in vines.
./images/train/827.jpg,A person holding a camera with a 24-200mm lens.
./images/train/828.jpg,"The photo shows the scene of a shopping mall. The photo may have been taken in China, as the signboards are in Chinese."
./images/train/829.jpg,A raspberry pi 3 b+ with the box
./images/train/83.jpg,A small brown rabbit sitting on a chair.
./images/train/830.jpg,A digger is parked under a row of trees.
./images/train/831.jpg,The entrance of a Sony store in a mall
./images/train/832.jpg,A building with Chinese characters on it.
./images/train/833.jpg,"A transparent teapot filled with tea, with a teacup next to it."
./images/train/834.jpg,A serene road in the countryside.
./images/train/835.jpg,Students are studying in the classroom.
./images/train/836.jpg,A group of students doing activities in a room.
./images/train/837.jpg,A city street with tall buildings on the right side of the street.
./images/train/838.jpg,The sky during sunset
./images/train/839.jpg,A building in the picture
./images/train/84.jpg,"Snow falls in Jilin, a beautiful winter scene."
./images/train/840.jpg,"A beautiful sunset seen from a window in Chongqing, China."
./images/train/841.jpg,"A woman standing in front of a large screen that reads ""Welcome to the Future University"""
./images/train/842.jpg,Professor Tan displayed his work report on the stage
./images/train/843.jpg,"Zhanbing Hu, associate professor of Department of Optoelectronic Science and Engineering, Zhejiang University, gave a speech on the topic of ""The Development and Trend of Optoelectronic Science and Technology"""
./images/train/844.jpg,A balcony with a beautiful view of mountains.
./images/train/845.jpg,"A room with a black sofa, a desk and chair, and a window with a curtain."
./images/train/846.jpg,Fireworks light up the night sky
./images/train/847.jpg,Two people fishing in a pond
./images/train/848.jpg,a sunset over a rice field
./images/train/849.jpg,Rice fields in the evening
./images/train/85.jpg,A man on a lift painting a traffic light green.
./images/train/850.jpg,A person riding a bike on a sidewalk
./images/train/851.jpg,A large screen showing a slide from a presentation.
./images/train/852.jpg,Screenshot of a cad file being opened
./images/train/853.jpg,A man in white T-shirt and black pants holding a black backpack and looking at a yellow flag on the right side of the picture.
./images/train/854.jpg,A village nestled in a valley surrounded by mountains.
./images/train/855.jpg,A man with a black shirt on.
./images/train/856.jpg,Students in a classroom in China.
./images/train/857.jpg,A hand holding a bag of Xiaomi 8H Smart枕芯
./images/train/858.jpg,Fireworks in the night sky
./images/train/859.jpg,A beautiful sunset with a mountain range in the background
./images/train/86.jpg,A crowded market with people shopping and walking around.
./images/train/860.jpg,"A blue sky with a few clouds, one of which looks like a face."
./images/train/861.jpg,"A large building with a sign that reads ""Zhejiang University"" and a lawn with fountains in front."
./images/train/862.jpg,A screen showing contact information for the Future Science Technology University (Guangzhou)
./images/train/863.jpg,光电信息科学与技术专业课程设置
./images/train/864.jpg,"Zhejiang University School of Life Sciences, Dean, Dr. Xingang Wei, gave a speech on the school's current achievements and future development plans."
./images/train/865.jpg,A shopping bag with a blue dragon on it
./images/train/866.jpg,People wearing masks are seen at an underground station in this photo provided by a citizen.
./images/train/867.jpg,A city street at night with tall buildings lit up in the background.
./images/train/868.jpg,Two students are sitting at a table with their laptops and tablets.
./images/train/869.jpg,"The sun sets behind mountains, partially hidden by clouds."
./images/train/87.jpg,A traffic light with a countdown timer.
./images/train/870.jpg,A boy is playing in the street.
./images/train/871.jpg,A group of people are shopping in a store.
./images/train/872.jpg,"A large group of people are gathered in a field, with some holding up their cell phones."
./images/train/873.jpg,A large number of militia and soldiers in green camouflage uniforms stand in two lines on the green lawn of a high school.
./images/train/874.jpg,A group of people wearing camouflage clothing are running across a field carrying a net.
./images/train/875.jpg,"The scene of the opening ceremony is very spectacular, with green soldiers standing in two lines on the playing field and smoke bomb effects in the background."
./images/train/876.jpg,Future Technology Academy院长唐明介绍学院情况。
./images/train/877.jpg,"Dr. Zeng Xiaoqin, Dean of the School of Future Technology, Fudan University, delivered a keynote speech on the theme of ""The Characteristics and Innovation Directions of the Future Technology Industry""."
./images/train/878.jpg,Slide showing the distribution of courses by type
./images/train/879.jpg,Dr. Richard L. Scheller giving a talk at the Peking University
./images/train/88.jpg,A cat sitting in front of a body of water
./images/train/880.jpg,A curved staircase with grey marble treads and a glass balustrade.
